order_id,customer_id,order_date,status,payment_method,delivery_type
O000512,C04215,2025-07-30,completed,Installment,Post
O000513,C00028,2025-09-04,completed,Installment,Pickup Point
O000514,C00592,2024-09-30,completed,Cash,Courier
O000515,C01318,2025-08-31,completed,Installment,Courier
O000516,C01395,2024-12-06,returned,Online Wallet,Pickup Point
O000517,C02237,2023-12-16,completed,Cash,Pickup Point
O000518,C03933,2025-07-17,completed,Cash,Courier
O000519,C01697,2024-09-04,completed,Cash,Courier
O000520,C04221,2023-10-31,cancelled,Card,Post
O000521,C04303,2024-03-01,completed,Installment,Courier
O000522,C04392,2025-01-26,completed,Cash,Post
O000523,C00106,2026-02-21,completed,Online Wallet,Post
O000524,C01245,2023-06-11,completed,Installment,Courier
O000525,C00453,2025-08-27,completed,Cash,Post
O000526,C03733,2026-01-17,completed,Installment,Pickup Point
O000527,C02424,2025-03-16,completed,Card,Post
O000528,C03692,2024-04-22,completed,Online Wallet,Pickup Point
O000529,C03161,2026-03-24,completed,Online Wallet,Post
O000530,C04150,2024-09-22,completed,Card,Pickup Point
O000531,C00579,2025-06-13,cancelled,Card,Pickup Point
O000532,C02928,2024-06-19,cancelled,Card,Courier
O000533,C02319,2024-04-17,returned,Cash,Post
O000534,C04644,2024-01-26,completed,Card,Post
O000535,C02067,2024-09-08,completed,Installment,Post
O000536,C03795,2025-11-24,completed,Online Wallet,Courier
O000537,C04062,2025-08-24,completed,Cash,Post
O000538,C02950,2025-10-03,completed,Card,Post
O000539,C04771,2026-03-10,completed,Installment,Courier
O000540,C03562,2025-03-17,completed,Installment,Courier
O000541,C02611,2026-03-30,returned,Card,Post
O000542,C03996,2025-04-27,returned,Online Wallet,Pickup Point
O000543,C01338,2024-08-21,completed,Cash,Pickup Point
O000544,C01588,2025-03-18,completed,Installment,Pickup Point
O000545,C00602,2025-03-16,completed,Online Wallet,Post
O000546,C03681,2026-01-20,completed,Card,Pickup Point
O000547,C04435,2025-06-29,completed,Cash,Pickup Point
O000548,C00717,2025-10-12,completed,Online Wallet,Pickup Point
O000549,C02992,2024-07-13,completed,Installment,Post
O000550,C02490,2024-06-04,completed,Cash,Pickup Point
O000551,C00161,2025-12-12,completed,Card,Pickup Point
O000552,C04221,2026-03-23,completed,Cash,Post
O000553,C04260,2026-02-19,completed,Card,Post
O000554,C01207,2025-07-21,completed,Online Wallet,Pickup Point
O000555,C00701,2025-11-12,completed,Cash,Post
O000556,C04122,2026-03-24,completed,Online Wallet,Pickup Point
O000557,C02059,2025-05-30,completed,Cash,Courier
O000558,C03793,2025-12-17,cancelled,Cash,Post
O000559,C00285,2025-10-13,completed,Online Wallet,Courier
O000560,C01030,2025-12-13,completed,Online Wallet,Post
O000561,C00554,2025-01-19,completed,Card,Pickup Point
O000562,C02589,2025-02-16,completed,Card,Courier
O000563,C02024,2025-03-27,completed,Cash,Courier
O000564,C04318,2025-09-13,completed,Cash,Pickup Point
O000565,C04828,2025-09-27,completed,Card,Courier
O000566,C02076,2025-04-03,completed,Card,Pickup Point
O000567,C00384,2025-11-23,completed,Cash,Courier
O000568,C02809,2026-03-19,completed,Online Wallet,Courier
O000569,C03743,2025-11-05,completed,Online Wallet,Courier
O000570,C04267,2026-02-08,completed,Online Wallet,Pickup Point
O000571,C01306,2024-08-13,completed,Online Wallet,Courier
O000572,C04568,2025-07-09,completed,Online Wallet,Pickup Point
O000573,C01600,2025-11-26,completed,Online Wallet,Courier
O000574,C00612,2025-10-18,completed,Installment,Pickup Point
O000575,C01978,2025-12-02,completed,Installment,Post
O000576,C01923,2026-03-23,completed,Cash,Post
O000577,C00090,2024-05-25,cancelled,Cash,Post
O000578,C00824,2024-10-18,completed,Installment,Pickup Point
O000579,C04223,2024-12-08,cancelled,Cash,Courier
O000580,C01953,2026-03-11,cancelled,Cash,Pickup Point
O000581,C00574,2025-07-30,completed,Card,Courier
O000582,C04052,2026-02-20,completed,Online Wallet,Pickup Point
O000583,C02284,2025-12-24,completed,Cash,Post
O000584,C01460,2025-11-15,completed,Online Wallet,Post
O000585,C03578,2026-02-08,completed,Online Wallet,Post
O000586,C02262,2025-01-07,completed,Installment,Post
O000587,C04276,2025-05-05,returned,Card,Courier
O000588,C00450,2025-09-15,cancelled,Installment,Pickup Point
O000589,C00904,2024-11-17,completed,Cash,Pickup Point
O000590,C01868,2024-07-15,completed,Cash,Courier
O000591,C03834,2025-10-25,cancelled,Online Wallet,Courier
O000592,C04611,2025-10-19,completed,Online Wallet,Post
O000593,C02883,2025-07-30,completed,Card,Courier
O000594,C00655,2024-07-24,completed,Card,Post
O000595,C02367,2025-03-08,cancelled,Online Wallet,Post
O000596,C03391,2025-11-18,cancelled,Card,Courier
O000597,C01347,2025-05-01,completed,Card,Pickup Point
O000598,C00539,2025-07-23,cancelled,Cash,Courier
O000599,C04789,2024-08-18,cancelled,Online Wallet,Courier
O000600,C00500,2026-01-02,completed,Card,Pickup Point
O000601,C03705,2024-02-08,completed,Cash,Post
O000602,C01492,2026-03-24,completed,Card,Courier
O000603,C03049,2025-02-09,completed,Online Wallet,Post
O000604,C02878,2023-10-13,completed,Online Wallet,Pickup Point
O000605,C03984,2023-10-06,completed,Installment,Pickup Point
O000606,C03727,2024-07-26,cancelled,Installment,Post
O000607,C04286,2025-03-14,completed,Cash,Courier
O000608,C02784,2025-01-01,completed,Card,Pickup Point
O000609,C04769,2026-03-09,completed,Card,Courier
O000610,C00055,2023-07-31,completed,Card,Courier
O000611,C04688,2025-04-10,completed,Card,Courier
O000612,C02365,2024-10-12,completed,Online Wallet,Pickup Point
O000613,C03440,2026-03-27,cancelled,Installment,Post
O000614,C03053,2025-06-23,completed,Installment,Courier
O000615,C01225,2024-05-31,completed,Cash,Post
O000616,C00182,2025-09-25,completed,Installment,Post
O000617,C02946,2023-05-27,completed,Installment,Post
O000618,C03687,2025-07-02,completed,Online Wallet,Courier
O000619,C02236,2026-03-30,returned,Card,Post
O000620,C04674,2025-06-02,completed,Installment,Courier
O000621,C03644,2025-07-08,completed,Cash,Courier
O000622,C03135,2024-07-06,returned,Cash,Pickup Point
O000623,C04024,2025-12-27,completed,Installment,Courier
O000624,C01208,2025-11-09,completed,Online Wallet,Pickup Point
O000625,C00847,2024-04-11,completed,Installment,Post
O000626,C03910,2025-07-08,completed,Installment,Pickup Point
O000627,C01314,2026-02-01,completed,Online Wallet,Post
O000628,C03682,2025-09-01,completed,Card,Courier
O000629,C01399,2026-02-24,cancelled,Online Wallet,Post
O000630,C03239,2025-09-03,completed,Cash,Post
O000631,C00788,2025-03-14,completed,Card,Courier
O000632,C02943,2026-01-08,completed,Online Wallet,Pickup Point
O000633,C03906,2024-09-29,completed,Installment,Courier
O000634,C03605,2025-05-02,completed,Online Wallet,Courier
O000635,C04577,2024-05-30,completed,Installment,Courier
O000636,C03857,2026-03-31,completed,Online Wallet,Post
O000637,C04308,2026-01-29,completed,Online Wallet,Post
O000638,C04762,2025-02-14,completed,Card,Pickup Point
O000639,C04347,2024-04-08,completed,Card,Courier
O000640,C03876,2024-10-19,completed,Cash,Post
O000641,C04642,2025-11-11,completed,Card,Post
O000642,C03263,2025-11-07,completed,Installment,Courier
O000643,C02231,2026-01-27,completed,Installment,Courier
O000644,C03157,2024-10-06,completed,Card,Courier
O000645,C01468,2025-08-21,completed,Online Wallet,Post
O000646,C00231,2025-06-11,cancelled,Installment,Post
O000647,C02257,2023-05-18,returned,Online Wallet,Post
O000648,C02410,2025-08-10,completed,Installment,Courier
O000649,C02403,2025-09-03,completed,Card,Courier
O000650,C00882,2024-10-17,completed,Online Wallet,Courier
O000651,C02429,2025-07-05,completed,Online Wallet,Courier
O000652,C01995,2023-11-05,completed,Card,Post
O000653,C00689,2024-12-03,completed,Online Wallet,Pickup Point
O000654,C02045,2025-07-20,returned,Online Wallet,Post
O000655,C04179,2025-12-21,completed,Card,Courier
O000656,C04443,2024-12-09,completed,Card,Post
O000657,C03217,2024-07-14,completed,Installment,Courier
O000658,C04310,2025-10-07,cancelled,Card,Post
O000659,C00983,2026-03-17,completed,Card,Pickup Point
O000660,C02214,2024-06-08,completed,Card,Post
O000661,C04370,2025-10-01,completed,Online Wallet,Post
O000662,C02324,2024-09-03,completed,Installment,Pickup Point
O000663,C03371,2023-10-27,completed,Online Wallet,Courier
O000664,C00332,2025-07-17,completed,Card,Post
O000665,C02408,2026-01-09,completed,Online Wallet,Pickup Point
O000666,C04290,2025-10-05,completed,Card,Pickup Point
O000667,C04345,2025-10-03,completed,Cash,Courier
O000668,C02784,2024-10-07,completed,Installment,Post
O000669,C00461,2026-02-06,completed,Cash,Courier
O000670,C03710,2025-12-01,completed,Online Wallet,Courier
O000671,C02544,2024-11-23,cancelled,Card,Pickup Point
O000672,C03111,2025-06-08,completed,Cash,Courier
O000673,C04548,2025-01-05,completed,Online Wallet,Courier
O000674,C00241,2025-04-29,completed,Cash,Pickup Point
O000675,C00371,2026-03-05,completed,Installment,Courier
O000676,C01496,2023-12-25,cancelled,Online Wallet,Post
O000677,C01406,2025-11-03,completed,Cash,Courier
O000678,C02749,2025-05-22,completed,Cash,Courier
O000679,C04695,2024-11-28,completed,Installment,Pickup Point
O000680,C01607,2025-08-07,completed,Card,Courier
O000681,C01469,2025-10-14,completed,Cash,Post
O000682,C02428,2025-09-25,completed,Card,Pickup Point
O000683,C04711,2025-11-09,completed,Card,Courier
O000684,C02811,2024-05-07,completed,Cash,Post
O000685,C00619,2024-11-20,completed,Online Wallet,Post
O000686,C01607,2025-10-19,completed,Card,Post
O000687,C01354,2025-04-19,completed,Cash,Courier
O000688,C03378,2025-12-10,completed,Online Wallet,Pickup Point
O000689,C03868,2025-05-03,completed,Card,Post
O000690,C04946,2023-10-05,completed,Cash,Post
O000691,C00187,2025-11-17,completed,Cash,Pickup Point
O000692,C01217,2025-06-25,completed,Cash,Pickup Point
O000693,C04710,2025-11-26,completed,Cash,Post
O000694,C00250,2026-02-11,completed,Installment,Courier
O000695,C02216,2025-03-16,cancelled,Installment,Post
O000696,C00297,2025-12-27,completed,Installment,Pickup Point
O000697,C01458,2024-12-02,completed,Cash,Courier
O000698,C03665,2025-01-13,completed,Online Wallet,Courier
O000699,C01360,2025-09-04,completed,Installment,Courier
O000700,C04925,2025-12-09,completed,Installment,Post
O000701,C01606,2025-09-17,completed,Installment,Pickup Point
O000702,C04659,2024-06-19,completed,Installment,Pickup Point
O000703,C04127,2025-08-05,completed,Card,Pickup Point
O000704,C04310,2025-11-10,completed,Cash,Courier
O000705,C00409,2026-03-18,completed,Card,Pickup Point
O000706,C00861,2024-12-30,completed,Installment,Courier
O000707,C02935,2025-07-17,completed,Cash,Pickup Point
O000708,C01252,2025-01-31,completed,Installment,Pickup Point
O000709,C00132,2025-12-17,completed,Cash,Courier
O000710,C01266,2025-12-19,completed,Cash,Post
O000711,C03217,2025-10-06,returned,Installment,Courier
O000712,C02390,2023-09-01,completed,Installment,Post
O000713,C01073,2025-06-19,completed,Online Wallet,Post
O000714,C01311,2025-03-01,cancelled,Card,Courier
O000715,C01087,2025-10-26,completed,Cash,Courier
O000716,C00260,2025-11-11,cancelled,Online Wallet,Post
O000717,C00592,2025-08-02,cancelled,Online Wallet,Pickup Point
O000718,C00229,2025-08-20,completed,Card,Courier
O000719,C03980,2025-01-30,completed,Installment,Pickup Point
O000720,C02648,2025-07-26,completed,Card,Courier
O000721,C04994,2024-05-25,returned,Cash,Pickup Point
O000722,C01136,2024-12-15,completed,Installment,Pickup Point
O000723,C00892,2026-01-15,completed,Online Wallet,Post
O000724,C03000,2025-08-29,cancelled,Card,Pickup Point
O000725,C04150,2026-01-10,completed,Online Wallet,Courier
O000726,C01699,2024-04-16,completed,Cash,Courier
O000727,C02357,2025-09-22,completed,Online Wallet,Post
O000728,C01009,2024-12-17,completed,Installment,Post
O000729,C01339,2025-05-24,completed,Installment,Pickup Point
O000730,C01807,2026-01-20,completed,Online Wallet,Pickup Point
O000731,C01025,2024-12-25,completed,Cash,Post
O000732,C01780,2025-10-07,completed,Online Wallet,Post
O000733,C02117,2024-12-19,cancelled,Online Wallet,Post
O000734,C02966,2026-03-02,completed,Installment,Pickup Point
O000735,C03369,2024-10-14,returned,Card,Post
O000736,C01472,2025-12-06,completed,Installment,Pickup Point
O000737,C03488,2024-11-07,completed,Card,Pickup Point
O000738,C01801,2025-12-05,completed,Installment,Post
O000739,C03829,2025-05-03,completed,Installment,Courier
O000740,C00319,2024-06-13,completed,Card,Pickup Point
O000741,C00335,2025-09-19,completed,Cash,Pickup Point
O000742,C03750,2025-02-14,completed,Cash,Courier
O000743,C02840,2025-05-26,completed,Cash,Pickup Point
O000744,C01961,2023-11-27,completed,Installment,Pickup Point
O000745,C01459,2025-11-21,completed,Online Wallet,Courier
O000746,C04696,2026-02-15,completed,Online Wallet,Post
O000747,C00360,2025-04-22,completed,Card,Courier
O000748,C03254,2025-07-10,completed,Online Wallet,Pickup Point
O000749,C01536,2025-06-30,completed,Installment,Post
O000750,C00910,2024-03-27,completed,Online Wallet,Pickup Point
O000751,C01998,2025-05-13,completed,Card,Courier
O000752,C01596,2024-02-09,cancelled,Online Wallet,Post
O000753,C01716,2025-04-07,completed,Cash,Pickup Point
O000754,C00257,2024-01-26,completed,Installment,Pickup Point
O000755,C03418,2025-11-02,cancelled,Card,Pickup Point
O000756,C03231,2026-02-02,cancelled,Online Wallet,Post
O000757,C00620,2025-08-13,cancelled,Online Wallet,Post
O000758,C00978,2025-05-01,completed,Cash,Courier
O000759,C03579,2025-10-16,completed,Installment,Courier
O000760,C01633,2025-10-23,completed,Card,Post
O000761,C03389,2026-03-17,completed,Online Wallet,Post
O000762,C01420,2025-10-23,completed,Online Wallet,Courier
O000763,C03593,2026-01-05,completed,Online Wallet,Post
O000764,C02058,2025-06-02,completed,Card,Courier
O000765,C00642,2026-02-02,completed,Cash,Post
O000766,C03290,2023-09-28,completed,Cash,Courier
O000767,C04496,2024-11-04,completed,Cash,Courier
O000768,C04248,2025-12-23,completed,Card,Post
O000769,C04215,2026-02-20,completed,Cash,Courier
O000770,C03601,2024-11-13,completed,Card,Post
O000771,C00084,2024-12-19,completed,Cash,Pickup Point
O000772,C02457,2023-10-24,completed,Card,Pickup Point
O000773,C04991,2026-02-20,completed,Online Wallet,Pickup Point
O000774,C02004,2024-07-04,completed,Cash,Pickup Point
O000775,C01097,2025-05-21,completed,Card,Courier
O000776,C02282,2025-02-11,completed,Installment,Post
O000777,C01833,2023-06-04,returned,Card,Post
O000778,C03782,2025-12-03,cancelled,Online Wallet,Post
O000779,C02089,2024-11-26,completed,Online Wallet,Courier
O000780,C02344,2025-01-22,completed,Card,Courier
O000781,C02429,2025-07-06,completed,Installment,Courier
O000782,C02416,2024-08-17,completed,Online Wallet,Pickup Point
O000783,C04402,2024-11-26,completed,Cash,Courier
O000784,C04439,2026-01-15,completed,Cash,Pickup Point
O000785,C03639,2024-10-13,completed,Card,Post
O000786,C02201,2026-03-12,completed,Online Wallet,Post
O000787,C00469,2025-11-29,completed,Installment,Post
O000788,C03910,2024-11-04,completed,Cash,Pickup Point
O000789,C03346,2025-07-10,completed,Online Wallet,Pickup Point
O000790,C03342,2023-12-02,completed,Installment,Pickup Point
O000791,C02040,2026-02-02,completed,Online Wallet,Post
O000792,C01982,2024-06-13,completed,Cash,Courier
O000793,C02220,2024-11-25,completed,Cash,Post
O000794,C01909,2024-10-30,completed,Card,Pickup Point
O000795,C03986,2025-08-14,completed,Online Wallet,Courier
O000796,C03707,2026-03-07,completed,Card,Courier
O000797,C01360,2025-09-06,completed,Cash,Post
O000798,C04811,2025-07-07,completed,Installment,Pickup Point
O000799,C02636,2025-11-06,completed,Card,Courier
O000800,C01502,2024-12-17,cancelled,Online Wallet,Courier
O000801,C04186,2025-01-16,cancelled,Online Wallet,Courier
O000802,C03936,2026-03-22,completed,Cash,Post
O000803,C01290,2024-07-24,cancelled,Online Wallet,Pickup Point
O000804,C02148,2025-01-14,completed,Cash,Courier
O000805,C00651,2025-06-15,completed,Online Wallet,Post
O000806,C03821,2025-07-13,completed,Online Wallet,Post
O000807,C03152,2025-05-25,completed,Card,Courier
O000808,C01145,2024-06-14,cancelled,Card,Courier
O000809,C04206,2025-12-04,completed,Online Wallet,Post
O000810,C02036,2024-11-25,completed,Installment,Courier
O000811,C01614,2026-03-31,completed,Card,Courier
O000812,C00741,2025-10-06,completed,Card,Courier
O000813,C04978,2026-03-24,completed,Card,Post
O000814,C02622,2025-05-29,completed,Online Wallet,Courier
O000815,C03384,2025-09-09,completed,Online Wallet,Pickup Point
O000816,C04522,2026-01-29,completed,Cash,Post
O000817,C00285,2025-10-23,cancelled,Online Wallet,Pickup Point
O000818,C00537,2023-05-14,completed,Online Wallet,Post
O000819,C02448,2026-01-23,cancelled,Card,Pickup Point
O000820,C03280,2025-10-23,completed,Online Wallet,Post
O000821,C00787,2025-03-30,completed,Cash,Courier
O000822,C02700,2026-02-20,completed,Card,Post
O000823,C03295,2025-09-17,completed,Cash,Courier
O000824,C03007,2026-03-31,completed,Card,Post
O000825,C00758,2025-04-10,completed,Installment,Pickup Point
O000826,C04930,2026-03-23,completed,Online Wallet,Courier
O000827,C02443,2026-03-08,completed,Installment,Courier
O000828,C01073,2026-01-04,completed,Installment,Courier
O000829,C00912,2026-02-04,completed,Installment,Post
O000830,C03103,2025-01-19,completed,Installment,Pickup Point
O000831,C00570,2026-01-23,completed,Online Wallet,Pickup Point
O000832,C00388,2025-05-12,completed,Cash,Pickup Point
O000833,C00516,2025-10-31,completed,Card,Post
O000834,C00723,2026-03-14,completed,Card,Post
O000835,C00386,2025-06-13,completed,Online Wallet,Post
O000836,C04088,2025-12-30,completed,Cash,Courier
O000837,C02680,2024-11-15,completed,Online Wallet,Post
O000838,C00197,2026-03-06,completed,Online Wallet,Post
O000839,C02582,2025-07-08,completed,Cash,Pickup Point
O000840,C01418,2025-09-02,completed,Cash,Courier
O000841,C02870,2025-01-27,completed,Online Wallet,Post
O000842,C04401,2024-04-17,completed,Online Wallet,Courier
O000843,C00932,2025-10-09,completed,Card,Courier
O000844,C03707,2023-11-10,returned,Card,Pickup Point
